Word,Average Proportion (Comedy),Average Proportion (Thriller)
hors,0.00011885312509868267,6.410410286159428e-05
shut,0.0004052200848898398,0.0003406391328619211
zone,1.3681178097070679e-05,6.469655131122804e-05
bomb,7.954680721194023e-05,8.29512381434059e-05
linda,1.6392537362742104e-05,2.1033233294274263e-05
tube,1.1570132812034415e-05,2.1365842015588184e-05
gross,3.018360854766842e-05,6.100887739946836e-06
order,0.00023345984054725635,0.0002599206606260996
dillon,0.0,2.8853929759633754e-05
action,7.435468433301953e-05,6.684516853714346e-05
spot,8.163260267976554e-05,0.000144010761438481
resign,1.9036169574630656e-05,1.1964885140890719e-05
barn,2.8796035447342713e-05,3.0706260514901264e-05
bush,1.7234456230494113e-05,2.240444458660357e-05
itu,6.440465845293234e-06,8.901534758116877e-06
cry,0.00010750762944426551,8.096453100510593e-05
decemb,4.9754158891293235e-06,9.644967516268346e-06
manufactur,1.1335610966802084e-05,1.1536902413252743e-05
satisfact,8.113985208031434e-06,2.279505646446709e-05
fairi,1.780464961019474e-05,1.3346205989133334e-05
excit,0.00014687520635875537,5.825683487158713e-05
extraordinari,1.520522870180451e-05,1.1603889288734598e-05
thoma,7.413494133293157e-05,3.299535828832321e-05
musician,1.251408867811392e-05,5.674329717395359e-06
black,0.00022212678760177103,0.00014058338252616456
mmmmm,2.9434483319796992e-05,2.2630593241727666e-06
fuel,1.22593344992e-05,3.2448722177443035e-05
board,0.00011034665480414143,7.028895078344009e-05
joei,5.0762918735723315e-05,5.090040132747637e-05
detail,4.585274731394137e-05,5.726276435601562e-05
stewardess,1.2681802579221053e-05,6.827697474419409e-06
hunt,3.963106009827744e-05,0.00013959089622159453
mum,1.7129071766403758e-05,9.62030753745443e-06
preacher,9.006314706636671e-06,1.4671586530748524e-05
shown,1.6974061002472303e-05,1.996446454591496e-05
bread,2.8935440668330578e-05,1.3861414829626352e-05
mind,0.000585113746659982,0.000588733498520652
saint,1.962144242217504e-05,2.065726461644304e-05
oclock,9.242007936989022e-05,7.70713233046177e-05
sail,1.4220919037931577e-05,3.950134463826245e-05
stranger,3.743383412841818e-05,4.509371295465105e-05
smile,6.764205630819789e-05,5.3286554102465e-05
product,5.638707453856241e-05,4.0812756156454036e-05
rubi,5.0346091534015035e-06,3.31019725391789e-05
disabl,1.0670571344010495e-05,8.763901306387764e-06
question,0.00031151450220586916,0.00042839703136900886
philip,1.2638757761774435e-06,1.7452485782490295e-05
exampl,4.9956041263327066e-05,2.069590238824346e-05
freddi,3.722640309705263e-06,0.00010805986668114177
stori,0.00043464268444653537,0.0003359442057916144
chariti,1.690643318838496e-05,4.812600965283141e-06
franklin,1.4536777798106015e-05,7.218886017832489e-06
routin,2.1325794427271427e-05,3.555336684421012e-05
engin,3.356929567651429e-05,0.00010646527447761223
lax,4.17468011327594e-06,9.31543814883125e-06
blade,8.315223520537595e-06,7.775166569304009e-05
chew,2.4078751350033086e-05,1.8293625992371924e-05
buljanoff,1.1702407770398496e-05,0.0
counselor,2.2597403948066166e-05,3.104622234512194e-05
houston,2.3170406756488724e-06,1.407032088745654e-05
alright,0.00029046609238428644,0.0003467470161796579
support,7.326524495542931e-05,3.793070212411816e-05
wheelchair,1.2925326533010526e-05,5.833177115906328e-06
goe,0.00020308512847109323,0.00026088126395136963
rachel,2.2517497118783456e-05,8.234919111859746e-05
stuff,0.0004570135543544752,0.00035009624242636456
neck,5.049759588422629e-05,6.338371921619746e-05
have,0.007647827207755199,0.00725542710335215
divis,1.1292815361096208e-05,1.806533517512194e-05
anniversari,2.582915781259173e-05,1.4346553730242195e-05
diamond,2.431285799333831e-05,1.1274488570686497e-05
sparazza,0.0,1.9775671968344303e-05
try,0.0009328279962582646,0.0010629197798521983
appar,3.741624341078572e-05,5.024406742697808e-05
joker,1.3424366548967669e-05,1.6644996185072572e-05
dentist,1.6686858299188723e-05,1.1842644055932067e-05
section,2.0427641913952754e-05,3.065576987505696e-05
gallagh,3.803463006683835e-05,0.0
slept,3.0720130382305264e-05,2.9559696728374683e-05
bank,7.349341731657032e-05,0.00017993250927220017
hurri,0.00011306148285777859,0.00011810638389630173
dure,5.562872431353005e-05,8.099117635678948e-05
sunni,1.3401912925477443e-05,7.84183571086708e-06
ink,1.8876131157189473e-05,5.801860752153586e-06
vein,7.531773685851128e-06,9.344726038597047e-06
immigr,7.090815401454136e-06,8.423133026338819e-06
concentr,4.02590661418263e-05,4.393121230429577e-05
kat,4.8917632012776694e-05,5.755605906362869e-06
eager,1.0211365420300753e-05,5.73891397974346e-06
don,0.00014634332450040222,9.556017972000591e-05
somewher,0.00013660023231805432,0.0002122618617085582
religi,1.2017595533056892e-05,2.0559251056753587e-05
pierc,1.6417341336001502e-05,1.505768869951308e-05
bureau,1.6773365945985713e-05,4.234327566367595e-05
theyd,7.599905054898209e-05,0.00010369242493630019
mueller,0.0,1.3913963009729113e-05
familiar,4.587841896643759e-05,4.567348945921434e-05
bonu,1.2078682831543609e-05,5.422676345746835e-06
austrian,0.0,1.4862910359664559e-05
violenc,1.131768276709384e-05,2.5452013235914114e-05
produc,7.074542552709247e-05,2.96393682348865e-05
tonight,0.0005078749779463158,0.00043687976347472256
royal,2.7167418314197744e-05,1.3727563798344495e-05
breakin,0.0,1.3049012676387341e-05
map,4.6184159732022914e-05,6.365990653911917e-05
sayin,1.1406198048087218e-05,2.354899437931561e-05
discuss,8.749245248344344e-05,6.860451330287007e-05
hed,0.00013092535476124563,0.00017848219284344178
strictli,1.0376798703287199e-05,1.3723871371356119e-05
led,2.6002641659839055e-05,2.2025333718827417e-05
mile,0.000235687007972971,0.00015686280775574894
thisll,1.9623799415728572e-05,1.2946848841961603e-05
dammit,6.421853080386442e-05,2.0514178870538166e-05
leav,0.0007419790465177848,0.0008867776375868619
dummi,1.612828267894436e-05,5.98731355702804e-06
reactor,1.6386422551230075e-05,1.4503473463801688e-05
sauc,1.7007829733484683e-05,7.61145615346287e-06
rice,1.443565184585188e-05,1.3081467357652741e-05
coupl,0.00028774641910891356,0.0003114722605294882
clever,3.5598552046637556e-05,4.519112775587427e-05
choic,0.00010686748933942257,0.00015846971346480403
chrissak,3.602423353036028e-05,2.025375496348669e-05
director,3.038923439483609e-05,4.22842387466557e-05
kastl,0.0,1.7875823092274264e-05
borg,9.957352658556392e-07,3.2354680588380164e-05
fax,8.79032112925113e-06,1.4454001998219831e-05
brought,0.00015904464438708645,0.00017009828147324706
disturb,4.484143406702954e-05,5.338279293295528e-05
poison,3.8014086858534544e-05,2.9524689522717722e-05
grissom,1.7600180225842105e-06,1.7521639285645146e-05
shake,5.5982794599119006e-05,5.31161466799878e-05
corrupt,1.5101646887299246e-05,1.4237659570763292e-05
stall,1.0902885132505985e-05,1.4020004365318988e-05
sarah,5.7612463532881204e-05,6.447536100219874e-05
starter,7.192920431356361e-06,1.0002016255776793e-05
alik,5.2951406563808375e-06,9.858480218885444e-06
quiet,8.859532480649175e-05,0.00012317907933297848
entertain,5.005543691412932e-05,1.612236651648205e-05
demonstr,8.08457595937594e-06,1.2341845536036289e-05
oxygen,9.043214135812157e-06,3.0189448686506327e-05
asham,3.3263008170367625e-05,1.1433927178536288e-05
undercov,1.7562303653049627e-05,1.4576576411642223e-05
beef,2.4209419910912917e-05,1.4692011101014372e-05
nice,0.0008683541057648639,0.00048711189285127136
televis,7.998349202937065e-05,4.226025204299091e-05
oscar,1.4191186598464631e-05,2.392677163972152e-06
tourist,1.2566242450333835e-05,1.5822222397308457e-05
practic,0.00013360277588454024,9.244709510130422e-05
mount,9.190266771610536e-06,1.2580549601017493e-05
swedish,9.541847038835088e-06,1.5882767642449787e-05
compani,0.00015925623958477656,0.00015954062866495785
twenti,0.00020187495728044174,0.000220745068633519
shall,0.0001569108711538872,0.00010518642225687236
sherman,1.1018070182463909e-05,1.2705130237751054e-05
daryl,0.0,1.5996547916147682e-05
forev,8.190296123163935e-05,5.927964074137258e-05
crowd,4.898948637710361e-05,4.170031533364472e-05
tap,1.794790259185639e-05,2.8116392057340504e-05
fix,0.00011861249530510523,0.00017016967338110718
store,0.00013130181888331612,9.563423225488374e-05
grail,5.0725046188270676e-05,2.8828262179940927e-05
vietnam,9.761638638062406e-06,1.2370579486413915e-05
candl,1.8939373007851097e-05,6.0951232313286915e-06
whoop,3.3818085117203013e-05,1.4091124992025316e-06
taken,0.00012739336037993944,0.00018366500909881186
end,0.00033313464657777647,0.00037476254067766285
eleph,1.4770971817193234e-05,4.373244235922784e-06
prefer,6.174752030116355e-05,5.7003095769486914e-05
brian,4.800253453381955e-06,5.640978795751519e-05
lamar,0.0,1.7141039778040505e-05
ma,7.349666871268346e-05,3.0608202471162024e-05
victoria,2.5548197440871425e-05,4.673486024454851e-06
surviv,3.3186209711145846e-05,9.553175046852789e-05
three,0.0005216303311996571,0.0007238222790819865
bobbi,2.7443103568815038e-05,8.849531649488205e-05
stage,3.670320658204475e-05,2.5483207648548553e-05
steed,0.0,1.850140773946498e-05
macfarlan,0.0,2.9651505851724472e-05
spider,1.403712316040376e-05,1.5180627446494093e-05
trial,2.7635802734162405e-05,5.9667772536496616e-05
suprem,1.2937796153911132e-05,6.335091012183966e-06
awfulli,2.9080624346493667e-05,1.7121451491765823e-05
foot,5.934018947336788e-05,5.732834946307933e-05
ar,0.006136496151200657,0.005470432231560492
thrown,2.4255123301796207e-05,2.8641342852706748e-05
ask,0.0009704980708982535,0.0010230815684199566
cap,2.505074107470452e-05,2.678565668277426e-05
strang,0.00010968100696776891,0.00013638280370495567
phoenix,3.014708474377444e-06,1.3321902775975527e-05
boot,3.1658551965218114e-05,2.9616499766900843e-05
georgia,1.0417662221040601e-05,7.109164448647681e-06
replac,3.3750831992879295e-05,4.051707494597192e-05
reckon,1.2615521210953383e-05,2.0965849315807174e-05
divorc,0.00010462316733745565,4.501413569382573e-05
arrest,5.5133909490556145e-05,0.0001262986767819835
horni,9.877821441033082e-06,4.229234655595358e-06
grandfath,6.656036745206824e-05,1.3540602135869197e-05
problem,0.0004334915108624961,0.0004557076886653553
bust,5.5497924485988726e-05,0.000146129735204381
pari,4.878483568315789e-05,4.279993102309662e-05
roommat,1.721174717158346e-05,1.4658134204550633e-05
consum,9.37633767850752e-06,1.878558083888397e-05
ag,0.00013087470701109093,8.628112909687785e-05
been,0.001981102051853625,0.002278375869990066
spaghetti,1.9415575836812752e-05,4.207882902871308e-06
minimum,3.4372049129360908e-06,1.4028999176366017e-05
car,0.0006025072514918379,0.0006863093641330309
recruit,6.819342295613533e-06,1.3671911386889453e-05
farm,3.779107989242119e-05,3.8419746990956144e-05
dave,6.341527116707201e-05,4.162295252603966e-05
tape,0.00012787499556417192,0.00015259385797614726
regular,4.108009184380072e-05,3.9171134398561184e-05
decor,1.5899791797403615e-05,6.984265764769619e-06
shirt,4.933970367295827e-05,3.674822657108481e-05
multipl,6.397881837718045e-06,1.0782571356101267e-05
mechan,1.6943075896330433e-05,2.4615587651002106e-05
effici,7.189283831938732e-06,7.358943158705063e-06
all,0.0051092069043427515,0.004907013177625356
thiev,1.3625065927728206e-05,1.8157902796975106e-05
pose,2.1469744100517294e-05,2.507263838374179e-05
silenc,1.8065708071993986e-05,2.5863736939336722e-05
lenni,5.006584643285714e-06,5.863078441318649e-05
radiat,1.0211842211589328e-05,3.972387159462785e-05
doesn,1.0358078618331578e-05,6.749243419377215e-06
worri,0.0005464529425780587,0.00045554871937977104
garrison,1.2296882538439098e-05,1.0982653838462868e-05
bound,1.6561039347983408e-05,1.4956173065475095e-05
superior,1.3510296996638347e-05,6.0900536811314357e-05
cure,1.857241428144637e-05,3.827354489552531e-05
belli,1.9649476717966176e-05,1.5977341904096394e-05
mmmm,1.810362939806391e-05,1.4644473086214347e-05
of,0.012764042461609747,0.012491143116294222
bride,5.154851542429173e-05,1.1563193430253166e-06
hole,0.00010175582050267197,8.164053326210846e-05
toler,6.962921197521805e-06,1.8230308610298503e-05
content,7.504262781769924e-06,1.2110523596377216e-05
applic,1.97195221118812e-05,1.2023898394341772e-05
frequenc,5.280054067753384e-06,1.8493930988628692e-05
sore,2.689909756570282e-05,1.5289422008685672e-05
ranch,3.118498190782858e-05,1.4211925623133774e-05
fair,0.00012204609053604572,7.710742038176836e-05
nowher,5.228660802907955e-05,6.216027734326205e-05
monitor,1.107011351865188e-05,5.0159684159307595e-05
peanut,1.1374917706226442e-05,1.210456181911941e-05
presid,0.0002715790672803732,0.00018230436409355112
cooper,3.234270896386725e-05,6.226873300976204e-05
speech,0.00011222666471916165,3.7446791860885e-05
canyon,6.062198653506014e-06,1.6919527718486096e-05
humili,4.3599857486747495e-05,1.3326755673592407e-05
primari,1.241545347415188e-05,1.453015629727806e-05
anchor,1.0684911060498497e-05,4.638952685269198e-06
everi,0.0005974496892967127,0.0005718122282388421
fiance,2.4624704174588553e-05,6.698554014029114e-06
temporari,1.2251646884662417e-05,1.7349211354914767e-05
nyah,0.0,1.610461558282574e-05
greenleaf,0.0,1.2191468758490295e-05
marvel,3.416438465636015e-05,4.96380933824557e-06
enough,0.0005646849100637211,0.0006040056247813181
extra,6.358362905181489e-05,5.6917024404202526e-05
breast,2.351243112734135e-05,1.1724959393875289e-05
properti,4.662951698671563e-05,4.2129493088797904e-05
social,6.965124843815799e-05,3.126617638602407e-05
hug,3.0805930598711135e-05,3.7609958585691986e-06
tempt,1.0971499052020302e-05,9.732979747600441e-06
dracula,1.8226295327110526e-05,2.738410551772152e-06
richard,3.408890529307269e-05,6.989339981763396e-05
rob,0.0001312305664057897,3.385324804144139e-05
guinea,8.242630223123308e-06,1.307329840630253e-05
wanna,0.0003923236297037337,0.00026010801874685275
hate,0.0005134520515731179,0.0003261338921587954
dash,8.334195487000751e-06,1.6752901453005925e-05
pull,0.00022572330094240716,0.00039102807004199447
lab,3.4058503172857985e-05,4.6100069286750405e-05
disast,2.777152086583383e-05,1.4370886572600844e-05
lobbi,1.837192106352403e-05,1.5051887654057566e-05
plug,1.8810263595215643e-05,2.1094295313626158e-05
rear,2.420748876723633e-05,6.538117594626573e-06
conveni,1.4795084234753887e-05,1.2203762799964566e-05
bounti,4.94495034033609e-06,2.0898331877359492e-05
auggi,3.145940164218045e-05,5.619136080303798e-07
thee,1.5151913041611278e-05,9.099844828935866e-06
proposit,1.375805486453668e-05,1.0669290528569224e-05
jeep,3.0814741772458647e-06,1.2524369677395779e-05
pee,2.2462455635130838e-05,1.9063464967786076e-05
josephin,1.669077556470376e-05,0.0
gestur,1.3430042166049981e-05,5.012945412854852e-06
profil,1.3444760824789473e-05,3.664329971660886e-05
mimi,1.9518306024984964e-05,7.453469851084388e-07
infect,1.063082513630752e-05,2.293338837477173e-05
coincid,7.249295574048872e-06,3.170390378624262e-05
mel,6.509113964294737e-06,9.233592057605908e-06
knock,0.00012528610152875088,9.541508207905867e-05
search,4.5813369788576154e-05,9.340451262037805e-05
pan,7.885711351727819e-06,1.759928610742194e-05
if,0.004055755046670589,0.004362885410662557
odd,5.713335356527479e-05,5.837744256775632e-05
jenni,5.5251817873992474e-06,2.7298904482083965e-05
howd,0.00011787714809082904,0.0001445681636753827
simon,7.70606722127564e-05,6.413463431481012e-05
dodg,2.591630515630827e-06,2.29263707336384e-05
outfit,4.967641940802031e-05,1.642322933337893e-05
floor,8.993884212891726e-05,0.0001418958954767249
uhh,3.0383194049865413e-05,0.0
nah,5.797357341792707e-05,5.498845031811688e-05
jimmi,3.991495159541729e-05,0.00013893034123126118
chuck,7.092701537330076e-06,2.5210082788535864e-05
rich,9.987504475145001e-05,7.675203923199557e-05
emot,4.89262702049526e-05,5.7515389407298305e-05
destruct,3.3586635958805766e-06,3.800750350302447e-05
blue,0.00012459109223821667,0.0001135758891141272
game,0.0002609491717340744,0.0003214052127706979
peculiar,1.2271406306404511e-05,1.5018578462303375e-05
internet,9.045587137062406e-06,1.3407529066778483e-05
paranoid,1.4346771773436088e-05,2.9052445813084808e-05
paradis,1.3760376575509938e-06,2.40229723318308e-05
deposit,1.864513751098797e-05,2.7133983484436105e-05
look,0.003194234515712317,0.002987096471416605
count,0.00013543255014224174,0.00012213491950214641
ooz,9.455171335606766e-06,9.080597366727005e-06
gale,2.0497367571077444e-05,4.572032648322574e-05
plumb,6.689925875873684e-06,8.98272630192616e-06
shouldv,2.99153720028178e-05,4.025735883028205e-05
giant,2.942493277903308e-05,1.798230285816287e-05
sooz,1.4809987855809776e-05,0.0
gino,0.0,2.751981648721055e-05
waitress,2.727452182538496e-05,1.9394479409190295e-05
conceiv,1.1438211264266165e-05,1.0555733658131645e-05
messag,0.0001134325554394278,0.00014348030153821432
door,0.00024775621643643146,0.0003634382449820456
mondai,3.6276851326984226e-05,2.4721287162378507e-05
mayor,2.2824400797066167e-05,3.634171285590211e-05
fanci,2.7382613120820302e-05,3.881091167952193e-05
cuba,5.758002586800721e-06,1.677193898663544e-05
most,0.0004956209453212046,0.0003529921664251152
barrier,0.0,1.87381948089692e-05
eject,1.5067563546015037e-05,3.89612208412616e-06
grew,2.706358579873609e-05,2.7033946231829538e-05
alic,1.2980223802816292e-05,6.206254394050295e-05
jazz,8.334871893113535e-06,9.12108639638438e-06
thread,8.868807746518798e-06,1.1186000914964135e-05
commun,0.00010648400599005924,0.00010233690930546203
treati,8.023848826069926e-06,9.286786567379535e-06
lieuten,3.7829709782172e-05,8.251727622909831e-05
tran,6.669324779730577e-06,1.968624860922574e-05
mackelwai,0.0,1.2165524121192827e-05
colonel,5.764906069327669e-05,3.9841551326472574e-05
vincent,1.34363256171816e-05,4.059120554051055e-05
